OTU	Btaxo_rank1	Btaxo_rank2	Btaxo_rank3	Btaxo_rank4	Btaxo_rank5	Bmorpho	Bacc_number	cov%	id%	Ttaxo_rank1	Ttaxo_rank2	Ttaxo_rank3	Ttaxo_rank4	Ttaxo_rank5	Tmorpho	Tacc_number	node	Brench_L	occurrence	readnumber	TP4	TP5	TP6	TP7	TP8	TP9	TP10	TP11	TP12	TP13	TP14	TP15	TP17	TP18	TP19	TP20	TP21	TP22	TP23	TP24	TP25	TP26	TP27	TP28	TP29	TP30	TP31	TP32	TP33	TP34	TP35	TP36	TP37	TP38	TP39	TP40	TP41	ANP-10-L-1-80-RNA-SAR	ANP-10-L-1-10-RNA-SAR	ANP-10-L-1-2-RNA-SAR	ANP-10-M-1-80-RNA-SAR	ANP-10-M-1-10-RNA-SAR	ANP-10-M-1-2-RNA-SAR	ANP-10-H-1-80-RNA-SAR	ANP-10-H-1-10-RNA-SAR	ANP-10-H-1-2-RNA-SAR	ANP-10-L-2-80-RNA-SAR	ANP-10-L-2-10-RNA-SAR	ANP-10-L-2-2-RNA-SAR	ANP-10-M-2-80-RNA-SAR	ANP-10-M-2-10-RNA-SAR	ANP-10-M-2-2-RNA-SAR	ANP-10-H-2-80-RNA-SAR	ANP-10-H-2-10-RNA-SAR	ANP-10-H-2-2-RNA-SAR	ANP-10-L-3-80-RNA-SAR	ANP-10-L-3-10-RNA-SAR	ANP-10-L-3-2-RNA-SAR	ANP-10-M-3-80-RNA-SAR	ANP-10-M-3-10-RNA-SAR	ANP-10-M-3-2-RNA-SAR	ANP-10-H-3-80-RNA-SAR	ANP-10-H-3-10-RNA-SAR	ANP-10-H-3-2-RNA-SAR	ANP-10-O-4-80-RNA-SAR	ANP-10-O-4-10-RNA-SAR	ANP-10-O-4-2-RNA-SAR	ANP-10-M-4-80-RNA-SAR	ANP-10-M-4-10-RNA-SAR	ANP-10-M-4-2-RNA-SAR	ANP-10-H-4-80-RNA-SAR	ANP-10-H-4-10-RNA-SAR	ANP-10-H-4-2-RNA-SAR	ANP-10-M-5-80-RNA-SAR	ANP-10-M-5-10-RNA-SAR	ANP-10-M-5-2-RNA-SAR	ANP-10-M-6-80-RNA-SAR	ANP-10-M-6-10-RNA-SAR	ANP-10-M-6-2-RNA-SAR	ANP-10-H-5-80-RNA-SAR	ANP-10-H-5-10-RNA-SAR	ANP-10-H-5-2-RNA-SAR	ANP-10-H-6-80-RNA-SAR	ANP-10-H-6-10-RNA-SAR	ANP-10-H-6-2-RNA-SAR	ANP-10-H-7-80-RNA-SAR	ANP-10-H-7-10-RNA-SAR	ANP-10-H-7-2-RNA-SAR	ANP-10-O-8-80-RNA-SAR	ANP-10-O-8-10-RNA-SAR	ANP-10-O-8-2-RNA-SAR	ANP-5-1-1-80-RNA-SAR	ANP-5-1-1-10-RNA-SAR	ANP-5-1-1-2-RNA-SAR	ANP-5-2-1-80-RNA-SAR	ANP-5-2-1-10-RNA-SAR	ANP-5-2-1-2-RNA-SAR	ANP-5-3-1-80-RNA-SAR	ANP-5-3-1-10-RNA-SAR	ANP-5-3-1-2-RNA-SAR	ANP-5-O-1-80-RNA-SAR	ANP-5-O-1-10-RNA-SAR	ANP-5-O-1-2-RNA-SAR	ANP-5-1-2-80-RNA-SAR	ANP-5-1-2-10-RNA-SAR	ANP-5-1-2-2-RNA-SAR	ANP-5-2-2-80-RNA-SAR	ANP-5-2-2-10-RNA-SAR	ANP-5-2-2-2-RNA-SAR	ANP-5-3-2-80-RNA-SAR	ANP-5-3-2-10-RNA-SAR	ANP-5-3-2-2-RNA-SAR	ANP-5-O-2-80-RNA-SAR	ANP-5-O-2-10-RNA-SAR	ANP-5-O-2-2-RNA-SAR	ANP-5-1-3-80-RNA-SAR	ANP-5-1-3-10-RNA-SAR	ANP-5-1-3-2-RNA-SAR	ANP-5-2-3-80-RNA-SAR	ANP-5-2-3-10-RNA-SAR	ANP-5-2-3-2-RNA-SAR	ANP-5-3-3-80-RNA-SAR	ANP-5-3-3-10-RNA-SAR	ANP-5-3-3-2-RNA-SAR	ANP-5-O-3-80-RNA-SAR	ANP-5-O-3-10-RNA-SAR	ANP-5-O-3-2-RNA-SAR	ANP-5-O-5-80-RNA-SAR	ANP-5-O-5-10-RNA-SAR	ANP-5-O-5-2-RNA-SAR	ANP-5-1-4-80-RNA-SAR	ANP-5-1-4-10-RNA-SAR	ANP-5-1-4-2-RNA-SAR	ANP-5-O-4-80-RNA-SAR	ANP-5-O-4-10-RNA-SAR	ANP-5-O-4-2-RNA-SAR	ANP-5-3-4-80-RNA-SAR	ANP-5-3-4-10-RNA-SAR	ANP-5-3-4-2-RNA-SAR	ANP-5-3-5-80-RNA-SAR	ANP-5-3-5-10-RNA-SAR	ANP-5-3-5-2-RNA-SAR	ANP-5-3-6-80-RNA-SAR	ANP-5-3-6-10-RNA-SAR	ANP-5-3-6-2-RNA-SAR	ANP-5-3-7-80-RNA-SAR	ANP-5-3-7-10-RNA-SAR	ANP-5-3-7-2-RNA-SAR	ANP-5-3-8-80-RNA-SAR	ANP-5-3-8-10-RNA-SAR	ANP-5-3-8-2-RNA-SAR	ANP-10-M-6-80-2-RNA-SAR	ANP-10-H-6-80-2-RNA-SAR	ANP-10-L-2-2-2-RNA-SAR	ANP-10-M-2-2-2-RNA-SAR	ANP-10-H-3-10-2-RNA-SAR	ANP-10-M-4-10-2-RNA-SAR	ANP-5-O-4-80-2-RNA-SAR	ANP-5-3-3-10-2-RNA-SAR	ANP-5-O-2-10-2-RNA-SAR	ANP-5-1-1-80-2-RNA-SAR	ANP-10-L-1-80-DNA-SAR	ANP-10-L-1-10-DNA-SAR	ANP-10-L-1-2-DNA-SAR	ANP-10-M-1-10-DNA-SAR	ANP-10-M-1-2-DNA-SAR	ANP-10-L-2-10-DNA-SAR	ANP-10-M-2-80-DNA-SAR	ANP-10-M-2-10-DNA-SAR	ANP-10-M-2-2-DNA-SAR	ANP-10-H-2-10-DNA-SAR	ANP-10-H-2-2-DNA-SAR	ANP-10-L-3-10-DNA-SAR	ANP-10-L-3-2-DNA-SAR	ANP-10-M-3-2-DNA-SAR	ANP-5-3-1-10-DNA-SAR	ANP-5-3-1-2-DNA-SAR	ANP-5-O-1-10-DNA-SAR	ANP-5-O-2-10-DNA-SAR	ANP-5-O-3-10-DNA-SAR	ANP-5-O-4-10-DNA-SAR	ANP-5-1-1-10-DNA-SAR	ANP-5-1-1-2-DNA-SAR	ANP-5-2-1-10-DNA-SAR	ANP-5-2-1-2-DNA-SAR	ANP-5-O-1-80-DNA-SAR	ANP-5-O-1-2-DNA-SAR	ANP-5-1-2-10-DNA-SAR	ANP-5-1-2-2-DNA-SAR	ANP-5-2-2-10-DNA-SAR	ANP-5-2-2-2-DNA-SAR	ANP-5-3-2-80-DNA-SAR	ANP-5-3-2-10-DNA-SAR	ANP-5-3-2-2-DNA-SAR	ANP-O-2-80-DNA-SAR	ANP-O-2-2-DNA-SAR	ANP-5-1-3-10-DNA-SAR	ANP-5-1-3-2-DNA-SAR	ANP-5-2-3-10-DNA-SAR	ANP-5-2-3-2-DNA-SAR	ANP-5-3-3-10-DNA-SAR	ANP-5-3-3-2-DNA-SAR	ANP-5-O-3-10-DNA-SAR-LAKM1607	ANP-5-O-5-10-DNA-SAR	ANP-5-O-5-2-DNA-SAR	ANP-5-1-4-10-DNA-SAR	ANP-5-1-4-2-DNA-SAR	ANP-5-O-4-2-DNA-SAR	ANP-5-3-4-10-DNA-SAR	ANP-5-3-4-2-DNA-SAR	ANP-5-3-5-10-DNA-SAR	ANP-5-3-5-2-DNA-SAR	ANP-5-3-6-10-DNA-SAR	ANP-5-3-6-2-DNA-SAR	ANP-5-3-7-80-DNA-SAR	ANP-5-3-7-10-DNA-SAR	ANP-5-3-7-2-DNA-SAR	ANP-5-3-8-10-DNA-SAR	ANP-5-3-8-2-DNA-SAR	ANP-10-L-2-2-DNA-SAR	ANP-10-M-3-10-DNA-SAR	ANP-10-H-3-10-DNA-SAR	ANP-10-H-3-2-DNA-SAR	ANP-10-O-4-10-DNA-SAR	ANP-10-O-4-2-DNA-SAR	ANP-10-M-4-10-DNA-SAR	ANP-10-M-4-2-DNA-SAR	ANP-10-H-4-10-DNA-SAR	ANP-10-H-4-2-DNA-SAR	ANP-10-M-5-10-DNA-SAR	ANP-10-M-5-2-DNA-SAR	ANP-10-M-6-10-DNA-SAR	ANP-10-M-6-2-DNA-SAR	ANP-10-H-5-10-DNA-SAR	ANP-10-H-5-2-DNA-SAR	ANP-10-H-6-10-DNA-SAR	ANP-10-H-6-2-DNA-SAR	ANP-10-H-7-10-DNA-SAR	ANP-10-H-7-2-DNA-SAR	ANP-10-O-8-10-DNA-SAR	ANP-10-O-8-2-DNA-SAR
OTU406	Euk	SAR	Alv	Ci	In	Ol_Vorticellides	JQ723993	100	93%	SAR	Alv	Ci	In	Ol	Scyphidia-ubiquita	KP698208	4	0.265673498	31	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	99	0	1	0	1	0	43	0	0	0	0	0	36	0	0	5	0	0	90	9	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	59	0	0	20	0	0	10	0	0	2	0	0	0	0	0	0	30	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	23	0	0	0	19	0	2	0	8	0	9	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU415	Euk	SAR	Str	Ph	Ph	Ph_Phaeothamnion	AM490832	100	95%	SAR	Str	Ph			Phaeothamniophyceae-sp	AB365197	3	0.196356988	41	765	4	4	10	3	14	20	9	18	17	5	16	8	5	9	15	6	14	11	14	17	30	17	12	2	18	16	12	11	0	42	19	2	33	1	17	11	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU413	Euk	SAR	Alv	Ci	In	Co_Bursaria	EU039889	100	95%	SAR	Alv	Ci	un		Ciliate-sp	AM412525	4	0.147141237	21	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	46	23	0	0	0	11	0	14	0	0	0	0	0	1	0	0	0	1	1	9	0	0	0	0	0	0	0	266	1	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU540	Euk	SAR	Str	Hy	Rh	Rh_Rhizidiomyces	JF791062	100	99%	SAR	Str	Hy	Rh	Rh	Rhizidiomyces-apophysatus	JF791062	2	0.129679435	62	759	3	0	0	1	0	0	0	0	0	2	3	0	2	0	4	0	0	0	0	0	1	1	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	11	0	3	24	0	52	0	0	50	7	0	10	0	0	2	1	0	57	2	0	8	8	0	18	10	1	48	0	0	23	1	0	13	0	0	24	0	0	2	1	0	3	17	1	46	0	0	44	7	3	50	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	24	6	1	1	0	0	0	0	0	0	1	0	30	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	5	0	0	0	50	0	0	0	0	0	2	0	0
OTU606	1341r									SAR	Str	Ba	Ba	Ba	Hantzschia-spectabilis	KM116100	2	1.438825574	42	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	1	4	3	0	1	0	0	104	8	0	1	0	0	8	0	0	1	0	1	135	3	2	0	0	1	5	2	6	0	0	0	39	6	0	0	1	0	26	1	0	30	1	1	0	0	0	23	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	45	0	2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	0	0	0	6	1	5	0	0	0	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU742	Euk	SAR	Alv	Ci	In	Sp_Spirotrachelostyla	FJ870093	100	100%	SAR	Alv	Ci	In	Sp	Spirotrachelostyla-tani	FJ870093	2	2.00E-06	42	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	9	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	8	0	3	0	0	1	0	0	0	0	0	2	15	0	0	0	0	0	6	1	9	0	9	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	132	0	4	0	0	3	2	0	5	0	0	0	3	0	2	0	0	3	0	0	85	1	1	0	1	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	294	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU521	Euk	SAR	Str	Oo	Py	Py_Pythium	JN635150	100	91%	SAR	Str	Ba	Co	Co	Stephanopyxis-turris	AB430590	2	0.277416507	34	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	30	300	0	17	0	26	18	0	0	14	10	0	15	0	0	12	3	0	17	6	1	38	0	0	12	0	0	0	2	0	6	0	0	5	5	0	15	0	0	7	2	3	15	0	0	6	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU572	Euk	SAR	Str	Ba	Fr	Fr_Striatella	JX419383	100	100%	SAR	Str	Ba	Fr	Fr	Striatella-unipunctata	JX419383	2	2.00E-06	10	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	1	675	21	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU402	Euk	SAR	Rhi	Ce	Gl	Vi_Orciraptor	KF207873	100	99%	SAR	Rhi	Ce	Gl	Vi	Viridiraptor-sp	KF207872	2	0.043805888	17	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	639	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	13	43	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0
OTU464	Euk	SAR	Str	Ba	Ba	Ba_Navicula	GU295220	100	95%	SAR	Str	Ba	Co	Rh	Rhizosolenia-imbricata	JQ315681	2	0.096256719	66	734	0	0	11	0	3	2	2	1	0	10	4	1	4	3	3	3	11	3	1	3	1	4	5	1	4	8	12	8	1	0	11	5	7	0	0	3	0	0	0	29	0	0	6	0	0	6	0	0	0	0	1	19	0	1	10	0	0	16	0	0	18	0	0	22	0	0	27	0	1	16	0	0	16	0	0	8	0	2	22	3	0	59	0	3	56	0	2	49	1	2	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	18	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12
OTU431	Euk	SAR	Str	Pe	Sa	Sa_Ankylochrysis	HQ710571	100	96%	SAR	Str	Ba	Co	Rh	Proboscia-alata	AJ535181	2	0.08034393	50	726	4	0	31	11	32	25	32	36	8	25	5	26	11	7	18	18	4	30	15	27	37	19	39	17	29	31	12	38	19	34	7	1	3	9	41	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
OTU524	1863r									SAR	Alv	Ci	In	Na	Trochiliopsis-australis	JQ918367	3	0.849670364	18	724	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	31	0	0	75	140	0	29	0	0	0	8	1	0	120	73	0	0	152
OTU447	Euk	SAR	Alv	Ci	In	Ol_Peniculistoma	KU665356	100	99%	SAR	Alv	Ci	In	Ol	Peniculistoma-mytili	KU665356	2	0.020340544	23	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	22	0	2	0	76	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	204	4	0	6	30	0	88	7	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	36	0	0	17	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU793	Euk	SAR	Rhi	Ce	Th	Tr_Trachyrhizium	LC125926	100	94%	SAR	Rhi	Ce	Th	Tr	Trachyrhizium-urniformis	LC125926	5	0.381077315	28	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	31	0	0	52	0	0	41	0	3	83	0	1	15	0	5	9	0	0	40	0	0	35	0	0	44	0	1	35	0	0	8	0	0	22	0	3	17	0	0	19	0	0	24	0	0	16	0	5	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	84	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU598	Euk	SAR	Alv	Ci	In	Ol_Vampyrophrya	EU503539	100	95%	SAR	Alv	Ci	In	Ol	Vampyrophrya-pelagica	EU503539	4	0.205966466	19	710	0	43	0	83	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	17	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	3	34	3	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU437	Euk	SAR	Alv	Ci	In	Ph_Trochilia	JN867016	100	90%	SAR	Alv	Ci	In	Ph	Trochilia-petrani	JN867016	2	0.349817761	12	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
